12184	7501
28347	7019
36279	1963
39067	7199
43969	3730
46848	5030
49925	4727
57235	9156
67072	5958
70790	2444
74436	3108
92189	2688
93805	7313
124675	9401
126273	4912
133362	9473
134974	2530
138165	8913
138379	5498
141025	1933
156000	429
162325	1383
168377	9512
177566	6391
192081	5221
193209	6350
194193	7046
204953	3294
205283	4832
208575	8751
213359	3930
225025	394
234340	9218
236971	8213
240412	828
244421	7992
244775	7285
247213	9482
273652	2687
286315	6685
306765	3004
308578	43
319649	8599
321774	6351
326361	3352
338193	7490
339210	5677
352104	1496
365272	4280
381585	2398
391641	3324
397742	1674
404893	7585
429728	9836
435143	4681
464814	6969
467922	627
475358	6368
476317	8201
478319	2781
515555	6025
524562	8822
536268	8773
539776	8291
542907	2743
557939	2143
562336	5168
566311	3554
589413	7587
600945	3155
605321	2766
657676	4912
663025	6153
663428	7681
666761	9523
676136	6354
684172	4401
687599	6691
717768	2020
724816	5016
724985	4892
740800	265
745052	993
747396	1048
749688	2590
751463	4746
752552	9523
760505	9028
761167	9819
771098	9356
779992	7919
792515	8692
799772	8486
807330	7228
808191	9476
819231	857
834543	8913
853336	2668
864899	7255
870939	5903
873004	217
876168	683
876869	432
876990	2783
877999	8805
880166	5509
904334	289
907112	9601
917646	5601
924483	7626
932060	1907
942245	6552
945338	9651
952787	3150
968182	1324
974155	2488
980420	3886
1000017	7680
1000449	122
1010521	838
1037758	3890
1064470	1327
1079762	8570
1079987	5241
1115119	2828
1136850	1201
1137000	1218
1138414	1664
1154678	1035
1158119	1104
1164018	2894
1170915	636
1205868	8235
1206494	5085
1217069	3877
1223477	5475
1236385	8878
1236913	6647
1237926	8626
1242734	870
1255379	3348
1257302	5498
1263339	6937
1273466	9904
1279873	6450
1283933	3683
1284668	333
1296271	2225
1299414	7958
1320648	1150
1340920	1197
1350651	3983
1357429	9492
1357684	4558
1360635	1356
1372447	3570
1392926	1446
1394210	8701
1397756	5783
1401521	5361
1402776	2046
1406147	1971
1430018	9512
1432344	4970
1435743	1456
1449164	7471
1455620	8476
1455909	2012
1475139	7124
1484398	7577
1496444	8291
1499892	4048
1500224	9370
1507920	6834
1513786	8719
1528582	7825
1536278	9394
1539182	4147
1544384	5483
1555961	1429
1561414	2929
1565576	4399
1599189	7563
1608463	7116
1610536	5807
1614008	5416
1615315	2161
1628008	7321
1635831	4104
1647850	3165
1653429	2928
1654760	803
1663588	6887
1683395	9938
1683940	5643
1686239	8032
1697333	5978
1699475	5790
1705717	826
1713824	3650
1716544	2183
1717077	69
1725804	5764
1731934	7980
1746945	333
1764617	5125
1771467	9697
1775892	7718
